questao,gabarito,enunciado,alternativas,enem_ano
7,E,"Mulher tem coração clinicamente partido após morte de cachorro Como explica o The New England Journal of Medicine , a paciente, chamada Joanie Simpson, tinha sinais de infarto, como dores no peito e pressão alta, eapresentava problemas nas artérias coronárias. Aofazerem um ecocardiograma, os médicos encontraram oproblema: cardiomiopatia de Takotsubo, conhecida comosíndrome do coração partido. Essa condição médica tipicamente acontece com mulheres em fase pós-menstrual e pode ser precedida porum evento muito estressante ou emotivo. Nesses casos, ocoração apresenta um movimento discinético transitórioda parede anterior do ventrículo esquerdo, comacentuação da cinética da base ventricular, de acordo comum artigo médico brasileiro que relata um casosemelhante. Simpson foi encaminhada para casa apósdois dias e passou a tomar medicamentos regulares. Ao Washington Post , ela contou que estava quase inconsolável após a perda do seu animal de estimação,um cão da raça yorkshire terrier. Recuperada após cercade um ano, ela diz que não abrirá mão de ter um animalde estimação porque aprecia a companhia e o amor que oscachorros dão aos humanos. O caso aconteceu emHouston, nos Estados Unidos. Disponível em: https://exameabril.com.br Acesso em: 1 dez. 2017. Pelas características do texto lido, que trata dasconsequências da perda de um animal de estimação,considera-se que ele se enquadra no gênero ","['conto, pois exibe a história de vida de Joanie Simpson. ', 'depoimento, pois expõe o sofrimento da dona do animal. ', 'reportagem, pois discute cientificamente a cardiomio - patia. ', 'relato, pois narra um fato estressante vivido pela paciente. ', 'notícia, pois divulga fatos sobre a síndrome do coração partido. ']",2020
8,A,"Chiquito tinha quase trinta quando conheceu Mariana num baile de casamento na Forquilha, onde moravam unsparentes dele. Por lá foi ficando, remanchando. Fez malà moça, como costumavam dizer, tiveram de casar àspressas. Morou uns tempos com o sogro, descombinaram.Foi só conta de colher o milho e vender. Mudou pra casado velho Chico Lourenço [seu pai]. Fumaça própria sóviu subir um par de anos depois, quando o pai repartiu asterras. De tão parecidos, pai e filho nunca combinaramdireito. Cada qual mais topetudo, muitas vezes donaAparecida ouvia o marido reclamar da natureza forte dofilho. Ela escutava com paciência e respondia dum jeitosempre igual: — “Quem herda, não rouba”.Vinha um brilho nos olhos, o velho se acalmava. ROMANO. O. Casos de Minas . Rio de Janeiro: Paz e Terra, 1982. Os ditados populares são frases de sabedoria criadas pelo povo, utilizadas em várias situações da vida. Nesse texto,a personagem emprega um ditado popular com a intençãode ","['criticar a natureza forte do filho.', 'justificar o gênio difícil de Chiquito.', 'legitimar o direito do filho à herança.', 'conter o ânimo violento de Chico Lourenço.', 'condenar a agressividade do marido contra o filho. ']",2020
9,A,"Eu tenho empresas e sou digno do visto para ir a Nova York. O dinheiro que chove em Nova York é para pessoascom poder de compra. Pessoas que tenham um visto doconsulado americano. O dinheiro que chove em NovaYork também é para os nova-iorquinos. São milhares dedólares. [...] Estou indo para Nova York, onde estáchovendo dinheiro. Sou um grande administrador. Sim,está chovendo dinheiro em Nova York. Deu no rádio.Vejo que há pedestres invadindo a via onde trafega o meucarro vermelho, importado da Alemanha. Vejo que hácarros nacionais trafegando pela via onde trafega o meucarro vermelho, importado da Alemanha. Ao chegar emNova York, tomarei providências. SANTANNA, A. O importado vermelho de Noé. In: MORICONI. I. (Org.). Os cem melhores contos . Rio de Janeiro: Objetiva. 2001. As repetições e as frases curtas constituem procedimentos linguísticos importantes para a compreensão da temáticado texto, pois ","['expressam a futilidade do discurso de poder e de distinção do narrador. ', 'disfarçam a falta de densidade das angústias existenciais narradas. ', 'ironizam a valorização da cultura norte-americana pelos brasileiros. ', 'explicitam a ganância financeira do capitalismo contemporâneo. ', 'criticam os estereótipos sociais das visões de mundo elitistas. ']",2020
10,C,"DECRETO N. 28 314, DE 28 DE SETEMBRO DE 2007 Demite o Gerúndio do Distrito Federal e dá outras providências. O GOVERNADOR DO DISTRITO FEDERAL , no uso das atribuições que lhe confere o artigo 100, incisosVII e XXVI, da Lei Orgânica do Distrito Federal,DECRETA: Art. 1.° Fica demitido o Gerúndio de todos os órgãos do Governo do Distrito Federal. Art. 2.° Fica proibido, a partir desta data, o uso do gerúndio para desculpa de INEFICIÊNCIA. Art. 3.° Este Decreto entra em vigor na data de sua publicação. Art. 4.° Revogam-se as disposições em contrário. Brasília, 28 de setembro de 2007. 119.° da República e 48.° de Brasília Disponível em: www.dodf.gov.br. Acesso em: 11 dez. 2017. Esse decreto pauta-se na ideia de que o uso do gerúndio, como “desculpa de ineficiência”, indica ","['conclusão de uma ação.', 'realização de um evento.', 'repetição de uma prática.', 'continuidade de um processo.', 'transferência de responsabilidade. ']",2020
11,B,"KOSUTH J. One and Three Chairs . Museu Reina Sofia, Espanha, 1965. Dispoolvel em: www.museoreinasofia.es. Acesso em: 4 jun. 2018 (adaptado). A obra de Joseph Kosuth data de 1965 e se constitui por uma fotografia de cadeira, uma cadeira exposta e umquadro com o verbete “Cadeira”. Trata-se de um exemplode arte conceitual que revela o paradoxo entre verdade eimitação, já que a arte ","['não é a realidade, mas uma representação dela.', 'fundamenta-se na repetição, construindo variações.', 'não se define, pois depende da interpretação do fruidor.', 'resiste ao tempo, beneficiada por múltiplas formas de registro. ', 'redesenha a verdade, aproximando-se das definições lexicais. ']",2020
12,A,"Disponível em: www.iotforall.com. Acesso em: 22 jun. 2018. A realidade virtual é uma tecnologia de informação que, conforme sugere a imagem, tem como uma de suasprincipais funções ","['promover a manipulação eficiente de conhecimentos e informações de difícil compreensão no mundo físico. ', 'conduzir escolhas profissionais da área de ciência da computação, oferecendo um leque de opções deatuação. ', 'transferir conhecimento da inteligência artificial para as áreas tradicionais, como as das ciências exatas enaturais. ', 'levar o ser humano a experimentar mentalmente outras realidades, para as quais é transportado sem sair de seupróprio lugar. ', 'delimitar tecnologias exclusivas de jogos virtuais, a fim de oferecer maior emoção ao jogador por meio deoutras realidades. ']",2020
13,E,"TEXTO I Poesia em cartaz O caminho habitual para o trabalho, aquele em que a gente já nem repara direito, pode ficar mais belo com umpoema. O projeto #UmLambePorDia nasceu destaintenção: trazer mais cor e alegria para a cidade por meiode cartazes coloridos ao estilo lambe-lambe. Quem tevea ideia foi o escritor Leonardo Beltrão, em BeloHorizonte. “Em meio a olhares cada vez mais viciados,acabamos nos esquecendo da beleza envolvida em cadaesquina e no próprio poder transformador da palavra”.Assim, a cada dia um cartaz é colocado por aí, para noslembrar de reparar na cidade, na vida que corre ao redore também em nós mesmos. TEXTO II Disponível em: www.vidasimples.uol.com.br. Acesso em: 6 dez. 2017 (adaptado). Considerando-se a função que os cartazes colados em postes normalmente exercem nas ruas das cidadesgrandes, esse texto evidencia a ","['disseminação da arte poética em um veículo não convencional. ', 'manutenção da expectativa das pessoas ao andarem EENNEEMM -- 11..OODDIIAA-- JJAANNEEIIRROO//22002211pelas ruas. ', 'necessidade de exposição de poemas pequenos em diferentes suportes. ', 'característica corriqueira do suporte lambe-lambe, muito comum nas ruas. ', 'exposição da beleza escondida das esquinas da cidade de Belo Horizonte. ']",2020
14,B,"A vida às vezes é como um jogo brincado na rua: estamos no último minuto de uma brincadeira bem quente e não sabemos que a qualquer momento pode chegar ummais velho a avisar que a brincadeira já acabou e está nahora de jantar. A vida afinal acontece muito de repente —nunca ninguém nos avisou que aquele era mesmo oúltimo Carnaval da Vitória. O Carnaval também chegavasempre de repente. Nós, as crianças, vivíamos num tempofora do tempo, sem nunca sabermos dos calendários deverdade. [...] O “dia da véspera do Carnaval”, como diziaa avó Nhé, era dia de confusão com roupas e pinturas aserem preparadas, sonhadas e inventadas. Mas quandoacontecia era um dia rápido, porque os dias mágicospassam depressa deixando marcas fundas na nossamemória, que alguns chamam também de coração. ONDJAKI. Os da minha rua. Rio de Janeiro: Língua Geral, 2007. As significações afetivas engendradas no fragmentopressupõem o reconhecimento da ","['perspectiva infantil assumida pela voz narrativa.', 'suspensão da linearidade temporal da narração.', 'tentativa de materializar lembranças da infância.', 'incidência da memória sobre as imagens narradas.', 'alternância entre impressões subjetivas e relatos factuais. ']",2020
15,B,"Em 2000 tivemos a primeira experiência do futebol feminino em um jogo de videogame, o Mia Hamm Soccer . Doze anos depois, uma petição on-line pedia que a EA Sports incluísse o futebol feminino no Fifa 13.Contudo, só em 2015, com uma nova petição on-line, quearrecadou milhares de assinaturas, tivemos o futebolfeminino incluído no Fifa 16. Vendo um nicho demercado inexplorado, a EA Sports produziu o jogo com12 seleções femininas e o apresentou como inovação. Aempresa sabe que mais de 40% dos praticantes de futebolnos EUA são meninas. Para elas, ver o futebol femininorepresentado em um jogo de videogame é extremamenteimportante. Ter o futebol feminino no Fifa 16 é um grandepasso para a sua popularização na luta pela igualdade degênero, num contexto machista, sexista, misógino ehomofóbico. Disponível em: www.ludopedio.com.br. Acesso em: 5 jun. 2018 (adaptado). Os jogos eletrônicos presentes na cultura juvenil podem desempenhar uma relevante função na abordagem dofutebol ao ","['disseminarem uma modalidade, promovendo a igualdade de gênero. ', 'superarem jogos malsucedidos no mercado, lançados anteriormente. ', 'inovarem a modalidade com novas ofertas de jogos ao mercado. ', 'explorarem nichos de mercado antes ignorados, produzindo mais lucro. ', 'reforçarem estereótipos de gênero masculino ou feminino nos esportes. ']",2020
16,E,"Slam do Corpo é um encontro pensado para surdos e ouvintes, existente desde 2014, em São Paulo. Umainiciativa pioneira do grupo Corposinalizante, criado em2008. (Antes de seguirmos, vale a explicação: o termoslam vem do inglês e significa — numa nova acepção para o verbo geralmente utilizado para dizer “bater comforça” — a “poesia falada nos ritmos das palavras e dacidade”). Nos saraus, o primeiro objetivo foi o de botar ospoemas em Libras na roda, colocar os surdos para circulare entender esse encontro entre a poesia e a língua desinais, compreender o encontro dessas duas línguas.Poemas de autoria própria, três minutos, um microfone.Sem figurino, nem adereços, nem acompanhamentomusical. O que vale é modular a voz e o corpo, umtrabalho artesanal de tornar a palavra “visível”, numaarena cujo objetivo maior é o de emocionar a plateia, tiraro público da passividade, seja pelo humor, horror, caos,doçura e outras tantas sensações. NOVELLI. O. Poesia incorporada. Revista Continente , n. 189. set. 2016 (adaptado). Na prática artística mencionada no texto, o corpo assume papel de destaque ao articular diferentes linguagens como intuito de ","['imprimir ritmo e visibilidade à expressão poética.', 'redefinir o espaço de circulação da poesia urbana.', 'estimular produções autorais de usuários de Libras.', 'traduzir expressões verbais para a língua de sinais. ', 'proporcionar performances estéticas de pessoas surdas. ']",2020
17,D,"É possível afirmar que muitas expressões idiomáticas transmitidas pela cultura regional possuem autores anônimos, no entanto, algumas delas surgiram emconsequência de contextos históricos bem curiosos.“Aquele é um cabra da peste” é um bom exemplo dessasconstruções. Para compreender essa expressão tão repetida no Nor - deste brasileiro, faz-se necessário voltar o olhar para oséculo 16. “Cabra” remete à forma com que os nave -gadores portugueses chamavam os índios. Já “peste”estaria ligada à questão da superação e resistência, oumesmo uma associação com o diabo. Assim, com o passardos anos, passou-se a utilizar tal expressão para deno -minar qualquer indivíduo que se mostre corajoso, oumesmo insolente, já que a expressão pode ter caráterpositivo ou negativo. Aliás, quem já não ficou de “nhe-nhe-nhém” por aí? O termo, que normalmente temsignificado de conversa interminável, monótona ouresmungo, tem origem no tupi-guarani e “nhém” significa“falar”. Disponível em: http:///leiturasdahistoria.uol.com.br. Acesso em: 13 dez. 2017. A leitura do texto permite ao leitor entrar em contato com ","['registros do inventário do português brasileiro.', 'justificativas da variedade linguística do país.', 'influências da fala do nordestino no uso da língua.', 'explorações do falar de um grupo social específico.', 'representações da mudança linguística do português. ']",2020
18,A,"O ouro do século 21 Cério, gadolínio, lutécio, promécio e érbio; sumário, térbio e disprósio; hólmio, túlio e itérbio. Essa lista denomes esquisitos e pouco conhecidos pode parecer aescalação de um time de futebol, que ainda teria no bancode reservas lantânio, neodímio, praseodímio, európio,escândio e ítrio. Mas esses 17 metais, chamados de terras-raras, fazem parte da vida de quase todos os humanos doplaneta. Chamados por muitos de “ouro do século 21”,“elementos do futuro” ou “vitaminas da indústria”, elesestão nos materiais usados na fabricação de lâmpadas,telas de computadores, tablets e celulares, motores decarros elétricos, baterias e até turbinas eólicas. Apesar detantas aplicações, o Brasil, dono da segunda maior reservado mundo desses metais, parou de extraí-los e usá-los em2002. Agora, volta a pensar em retomar sua exploração. SILVEIRA, E. Disponível em: www.revistaplaneta.com.br. Acesso em: 6 dez. 2017 (adaptado). As aspas sinalizam expressões metafóricas empregadas intencionalmente pelo autor do texto para ","['imprimir um tom irônico à reportagem.', 'incorporar citações de especialistas à reportagem.', 'atribuir maior valor aos metais, objeto da reportagem.', 'esclarecer termos científicos empregados na repor - tagem. ', 'marcar a apropriação de termos de outra ciência pela reportagem. ']",2020
19,C,"Na sua imaginação perturbada sentia a natureza toda agitando-se para sufocá-la. Aumentavam as sombras. Nocéu, nuvens colossais e túmidas rolavam para o abismo dohorizonte... Na várzea, ao clarão indeciso do crepúsculo,os seres tomavam ares de monstros... As montanhas,subindo ameaçadoras da terra, perfilavam-se tenebrosas...Os caminhos, espreguiçando-se sobre os campos,animavam-se quais serpentes infinitas... As árvores soltaschoravam ao vento, como carpideiras fantásticas danatureza morta... Os aflitivos pássaros noturnos gemiamagouros com pios fúnebres. Maria quis fugir, mas osmembros cansados não acudiam aos ímpetos do medo edeixavam-na prostrada em uma angústia desesperada. ARANHA. J. P. G. Canaã . São Paulo: Ática, 1997. No trecho, o narrador mobiliza recursos de linguagem que geram uma expressividade centrada na percepção da ","['relação entre a natureza opressiva e o desejo de libertação da personagem. ', 'confluência entre o estado emocional da personagem e a configuração da paisagem. ', 'prevalência do mundo natural em relação à fragilidade humana. ', 'depreciação do sentido da vida diante da consciência da morte iminente. ', 'instabilidade psicológica da personagem face à realidade hostil. ']",2020
20,D,"TEXTO I É pau, é pedra, é o fim do caminho É um resto de toco, é um pouco sozinhoÉ um caco de vidro, é a vida, é o solÉ a noite, é a morte, é o laço, é o anzolÉ peroba-do-campo, é o nó da madeiraCaingá, candeia, é o matita-pereira TOM JOBIM. Águas de março. O Tom de Jobim e o tal de João Bosco (disco de bolso). Salvador: Zen Produtora, 1972 (fragmento). TEXTO II A inspiração súbita e certeira do compositor serve ainda de exemplo do lema antigo: nada vem do nada. Paraninguém, nem mesmo para Tom Jobim. Duas fontes sãorazoavelmente conhecidas. A primeira é o poema O caçador de esmeraldas , do mestre parnasiano Olavo Bilac: “Foi em março, ao findar da chuva, quase àentrada/ do outono, quando a terra em sede requeimada/bebera longamente as águas da estação [...]”. E a outra éum ponto de macumba, gravado com sucesso por J. B.Carvalho, do Conjunto Tupi: “É pau, é pedra, é seixomiúdo, roda a baiana por cima de tudo”. Combinar OlavoBilac e macumba já seria bom; mas o que se vê em Águas de março vai muito além: tudo se transforma numa outra coisa e numa outra música, que recompõem o mundo paranós. NESTROVSKI, A, O samba mais bonito do mundo. In: Três canções de Tom Jobim . São Paulo: Cosac Naify, 2004. Ao situar a composição no panorama cultural brasileiro, o Texto II destaca o(a) ","['diálogo que a letra da canção estabelece com diferentes tradições da cultura nacional. ', 'singularidade com que o compositor converte referências eruditas em populares. ', 'caráter inovador com que o compositor concebe o processo de criação artística. ', 'relativização que a letra da canção promove na concepção tradicional de originalidade. ', 'o resgate que a letra da canção promove de obras pouco conhecidas pelo público no país. ']",2020
21,B,"Deu vontade de jogar, mas não sabe como reunir os amigos... Muitas vezes é difícil encontrar grupos para bater uma bola. Em função disso, estão sendo disponibilizadosaplicativos que reúnem times e reservam espaços para osadeptos da paixão nacional. Num exemplo dessasiniciativas, é possível organizar uma partida de futebol,se inscrever para participar de um jogo, alugar campos equadras, convidar jogadores. O aplicativo tem dois tiposde usuários: um que o usa como ferramenta de gestão dogrupo, convidando amigos para jogar, vendo quemconfirmou e avaliando os jogos. Outro usuário é o quebusca partidas perto de onde ele está, caso de pessoas queestão de passagem numa cidade. BENEDICTO. M.; MARLI, M. Bola na rede. Retratos: a revista do IBGE , n. 2, 2017 (adaptado). A inter-relação entre tecnologia e sociedade tem esti - mulado a criação de aplicativos. Nesse texto, isso épercebido pelo desenvolvimento de aplicativos para ","['organização de eventos de competições esportivas.', 'agendamento de viagens para eventos de esporte amador. ', 'mapeamento dos interesses dos praticantes acerca dos esportes. ', 'identificação da escassez de espaços para a vivência dos esportes. ', 'formação de grupos em comunidades virtuais para a prática esportiva. ']",2020
22,A,"TEXTO I HIRST, O. Motherand Child . Bezerro dividido em duas partes: 1029 x 1689 x 625mm, 1993(detalhe). Vidro, aço pintado, silicone, acrílico, monofilamento, aço inoxidável, bezerro e solução de formaldeído. TEXTO II O grupo Jovens Artistas Britânicos (YABs), que surgiu no final da década de 1980, possui obras diversificadasque incluem fotografias, instalações, pinturas e carcaçasdesmembradas. O trabalho desses artistas chamou aatenção no final do período da recessão, por utilizarmateriais incomuns, como esterco de elefantes, sangue elegumes, o que expressava os detritos da vida e umaatmosfera de niilismo, temperada por um humor mordaz. Disponível em: http://damienhirsti.com:Acesso em: 15 jul. 2015. FARTHING, S. Tudo sobre arte . Rio de Janeiro: Sextante, 2011 (adaptado). A provocação desse grupo gera um debate em torno da obra de arte pelo(a) ","['recusa a crenças, convicções, valores morais, estéticos e políticos na história moderna. ', 'frutífero arsenal de materiais e formas que se rela - EENNEEMM -- 11..OODDIIAA-- JJAANNEEIIRROO//22002211 cionam com os objetos construídos. ', 'economia e problemas financeiros gerados pela recessão que tiveram grande impacto no mercado. ', 'influência desse grupo junto aos estilos pós-modernos que surgiram nos anos 1990. ', 'interesse em produtos indesejáveis que revela uma consciência sustentável no mercado. ']",2020
