questao,gabarito,enunciado,alternativas,enem_ano
8,C,"De quem é esta língua? Uma pequena editora brasileira, a Urutau, acaba de lançar em Lisboa uma ""antologia antirracista de poetas estrangeiros em Portugal"", com o título Volta para a tua terra. O livro denuncia as diversas formas de racismo a que os imigrantes estão sujeitos. Alguns dos poetas brasi leiros antologiados queixam-se do desdém com que um grande número de portugueses acolhe o português bra sileiro. É uma queixa frequente. ""Aqui em Portugal eles dizem /– eles dizem – / que nosso português é errado, que nós não falamos portu -guês"", escreve a poetisa paulista Maria Giulia Pinheiro, para concluir: ""Se a sua linguagem, a lusitana, / ainda conserva a palavra da opressão / ela não é a mais bonita do mundo./ Ela é uma das mais violentas"". AGUALUSA, J. E. Disponível em: https://oglobo.globo.com. Acesso em: 22 nov. 2021 (adaptado). O texto de Agualusa tematiza o preconceito em relação ao português brasileiro. Com base no trecho citado pelo autor, infere-se que esse preconceito se deve ","['à dificuldade de consolidação da literatura brasileira em outros países. ', 'aos diferentes graus de instrução formal entre os falantes de língua portuguesa. ', 'à existência de uma língua ideal que alguns falantes lusitanos creem ser a falada em Portugal. ', 'ao intercâmbio cultural que ocorre entre os povos dos diferentes países de língua portuguesa. ', 'à distância territorial entre os falantes do português que vivem em Portugal e no Brasil. ']",2023
9,E,"Na Idade Média, as notícias se propagavam com sur - preendente eficácia. Segundo uma emérita professora de Sorbonne, um cavalo era capaz de percorrer 30 qui -lômetros por dia, mas o tempo podia se acelerar depen -dendo do interesse da notícia. As ordens mendicantes tinham um papel importante na disseminação de informações, assim como os jograis, os peregrinos e os vagabundos, porque todos eles percorriam grandes distâncias. As cidades também tinham correios orga -nizados e selos para lacrar mensagens e tentar certificar a veracidade das correspondências. Graças a tudo isso, a circulação de boatos era intensa e politicamente relevante. Um exemplo clássico de fake news da era medieval é a história do rei que desaparece na batalha e reaparece muito depois, idoso e transformado. Disponível em: www.elpais.com.br. Acesso em: 18 jun. 2018 (adaptado). A propagação sistemática de informações é um fenômeno recorrente na história e no desenvolvimento das sociedades. No texto, a eficácia dessa propagação está diretamente relacionada ao(à) ","['velocidade de circulação das notícias. ', 'nível de letramento da população marginalizada. ', 'poder de censura por parte dos serviços públicos. ', 'legitimidade da voz dos representantes da nobreza. ', 'diversidade dos meios disponíveis em uma época histórica. ']",2023
10,E,"Se a interferência de contas falsas em discussões políticas nas redes sociais já representava um perigo para os sistemas democráticos, sua sofisticação e maior semelhança com pessoas reais têm agravado o problema pelo mundo. O perigo cresceu porque a tecnologia e os métodos evoluíram dos robôs, os “bots” — softwares com tarefas on-line automatizadas —, para os “ciborgues” ou “trolls” , contas controladas diretamente por humanos com ajuda de um pouco de automação. Mas pesquisadores começam agora a observar outros padrões de comportamento: quando mensagens não são programadas, sua publicação se concentra só em horários de trabalho, já que é controlada por pessoas cuja profissão é exatamente essa, administrar um perfil falso durante o dia. Outra pista: a pobreza vocabular das mensagens publicadas por esses perfis. Um funcionário de uma empresa que supostamente produzia e vendia perfis falsos explica que às vezes “faltava criatividade” para criar mensagens distintas controlando tantos perfis falsos ao mesmo tempo. GRAGNANI, J. Disponível em: www.bbc.com. Acesso em: 16 dez. 2017. De acordo com o texto, a análise de caracteristícas da linguagem empregada por perfis automatizados contribui para o( ","['controle da atuação dos profissionais de TI. ', 'desenvolvimento de tecnologias como os “trolls” . ', 'flexibilização dos turnos de trabalho dos controladores. ', 'necessidade de regulamentação do funcionamento dos “bots” . ', 'identificação de padrões de disseminação de infor - mações inverídicas. ']",2023
11,D,"Maio foi colorido de amarelo, e o foi porque mundialmente amarelo é a cor convencionada para as advertências. No trânsito, essas advertências têm sido fatais. A estimativa, caso nada seja feito, é a de que se atinjam assustadoras 2,4 milhões de mortes no trânsito em 2030 em todo o mundo. A pressa constante, o sentimento de invencibilidade, a certeza de invulnerabilidade, a necessidade de poder, a falta de civilidade, a certeza de impunidade, a ausência de solidariedade, a inexistência de compaixão e o desres -peito por si próprio são circunstâncias reais que, não raro, concorrem para o comportamento violento no trânsito. O Maio Amarelo, que preconiza a atenção pela vida, é uma das iniciativas nesse sentido. E é precisamente a atenção pela vida que está esquecida. Essa atenção, por certo, requer menos pressa, mais civilidade, limites asse -gurados, consciência de vulnerabilidade, solida riedade, compaixão e respeito por si e pelo outro. Reafirmar e praticar esses princípios e valores talvez seja um caminho mais seguro e menos violento, que garanta a vida e não celebre a morte. Disponível em: http://portaldotransito.com.br. Acesso em: 11 dez. 2018 (adaptado). Considerando os procedimentos argumentativos utili - zados, infere-se que o objetivo desse texto é ","['enumerar as causas determinantes da violência no trânsito. ', 'contextualizar a campanha de advertência no cenário mundial. ', 'divulgar dados numéricos a alarmantes sobre acidentes de trânsito. ', 'sensibilizar o público para a importância de uma direção responsável. ', 'restringir os problemas da violência no trânsito a aspectos emocionais. ']",2023
12,C,"Ainda daquela vez pude constatar a bizarrice dos costumes que constituíam as leis mais ou menos constantes do seu mundo: ao me aproximar, verifiquei que o Sr. Timóteo, gordo e suado, trajava um vestido de franjas e lantejoulas que pertencera a sua mãe. O corpete descia-lhe excessivamente justo na cintura, e aqui e ali rebentava através da costura um pouco da carne aprisionada, esgarçando a fazenda e tornando o prazer de vestir-se daquele modo uma autêntica espécie de suplício. Movia-se ele com lentidão, meneando todas as suas franjas e abanando-se vigorosamente com um desses leques de madeira de sândalo, o que o envolvia numa enjoativa onda de perfume. Não sei direito o que colocara sobre a cabeça, assemelhava-se mais a um turbante ou a um chapéu sem abas de onde saíam vigorosas mechas de cabelos alourados. Como era costume seu também, trazia o rosto pintado — e para isto, bem como para suas vestimentas, apoderara-se de todo o guarda-roupa deixado por sua mãe, também em sua época famosa pela extravagância com que se vestia — o que sem dúvida fazia sobressair-lhe o nariz enorme, tão característico da família Meneses. CARDOSO, L. Crônica da casa assassinada . São Paulo: Círculo do Livro, s.d. Pela voz de uma empregada da casa, a descrição de um dos membros da família exemplifica a renovação da ficção urbana nos anos 1950, aqui observada na ","['opção por termos e expressões de sentido ambíguo. ', 'crítica social inspirada pelo convívio com os patrões. ', 'descrição impressionista do fetiche do personagem. ', 'presença de um foco narrativo de caráter impreciso. ', 'ambiência de mistério das relações entre familiares. ']",2023
13,C,"Girassol da madrugada Teu dedo curioso me segue lento no rosto Os sulcos, as sombras machucadas por onde a vida passou. Que silêncio, prenda minha... Que desvio triunfal da verdade, Que círculos vagarosos na lagoa em que uma asa [gratuita roçou... Tive quatro amores eternos... O primeiro era moça donzela, O segundo... eclipse, boi que fala, cataclisma, O terceiro era a rica senhora, O quarto és tu... E eu afinal me repousei dos meus cuidados ANDRADE, M. Poesias completas . Rio de Janeiro: Nova Fronteira, 2013 (fragmento). Perante o outro, o eu lírico revela, na força das memórias evocadas, a ","['vergonha das marcas provocadas pela passagem do tempo. ', 'indecisão em face das possibilidades afetivas do presente. ', 'serenidade sedimentada pela entrega pacífica ao desejo. ', 'frustração causada pela vontade de retorno ao passado. ', 'disponibilidade para a exploração do prazer efêmero. ']",2023
14,D,"Dão Lalalão Do povoado do Ão, ou dos sítios perto, alguém precisava urgente de querer vir por escutar a novela do rádio. Ouvia-a, aprendia-a, guardava na ideia, e, retornado ao Ão, no dia seguinte, a repetia a outros, Assim estavam jantando, vinham os do povoado rece - ber a nova parte da novela do rádio. Ouvir já tinham ouvido tudo, de uma vez, fugia da regra: falhara ali no Ão, na véspera, o caminhão de um comprador de galinhas e ovos, seo Abrãozinho Buristém, que carregava um rádio pequeno, de pilhas, armara um fio no arame da cerca... Mas queriam escutar outra vez, por confirmação. — “A estória é estável de boa, mal que acompridada: taca e não rende...” – explicava o Zuz ao Dalberto. Soropita começou a recontar o capítulo da novela. Sem trabalho, se recordava das palavras, até com clareza — disso se admirava. Contava com prazer de demorar, encher a sala com o poder de outros altos personagens. Tomar a atenção de todos, pudesse contar aquilo noite adiante. Era preciso trazer luz, nem uns enxergavam mais os outros; quando alguém ria, ria de muito longe. O capítulo da novela estava terminando. ROSA, J. G. Noites do sertão (Corpo de bail. São Paulo: Global, 2021. Nesse trecho do conto, o gosto dos moradores do povoado por ouvir a novela de rádio recontada por Soropita deve-se ao(à) ","['qualidade do som do rádio. ', 'estabilidade do enredo contado. ', 'ineditismo do capítulo da novela. ', 'jeito singular de falar aos ouvintes. ', 'dificuldade de compreensão da história. ']",2023
15,B,"As cinzas do Museu Nacional, no Rio de Janeiro, consumido pelas chamas no mês de setembro de 2018, são mais do que restos de fósseis, cerâmicas e espécimes raros. O museu abrigava, entre mais de 20 milhões de peças, os esqueletos com as respostas para perguntas que ainda não haviam sido respondidas — ou sequer feitas —por pesquisadores brasileiros. E o incêndio pode ter calado para sempre palavras e cantos indígenas ancestrais, de línguas que não existem mais no mundo. O acervo do local continha gravações de conversas, cantos e rituais de dezenas de sociedades indígenas, muitas feitas durante a década de 1960 com antigos gravadores de rolo e que ainda não haviam sido digitalizadas. Alguns dos registros abordavam línguas já extintas sem falantes originais ainda vivos. “A esperança é que outras instituições tenham registros dessas línguas’, diz a linguista Marília Facó Soares. A pesquisadora, que trabalha com os índios Tikuna, o maior grupo da Amazônia brasileira, crê ter perdido parte de seu material. “Terei que fazer novas viagens de campo para recompor meus arquivos. Mas obviamente não dá para recuperar a fala de nativos já falecidos, geralmente os mais idosos”, lamenta. Disponível em: https://brasil.elpais.com. Acesso em: 10 dez. 2018 (adaptado). A perda dos registros linguísticos no incêndio do Museu Nacional tem impacto potencializado, uma vez que ","['exige a retomada das pesquisas por especialistas de diferentes áreas. ', 'representa danos irreparáveis à memória e à identidade nacionais. ', 'impossibilita o surgimento de novas pesquisas na área. ', 'resulta na extinção da cultura de povos originários. ', 'inviabiliza o estudo da língua do povo Tikuna. ']",2023
16,A,"Mandioca, macaxeira, aipim e castelinha são nomes diferentes da mesma planta. Semáforo, sinaleiro e farol também significam a mesma coisa. O que muda é só o hábito cultural de cada região. A mesma coisa acontece com a Língua Brasileira de Sinais (Libras). Embora ela seja a comunicação oficial da comunidade surda no Brasil, existem sinais que variam em relação à região, à idade e até ao gênero de quem se comunica. A cor verde, por exemplo, possui sinais diferentes no Rio de Janeiro, Paraná e São Paulo. São os regionalismos na língua de sinais. Essas variações são um dos temas da disciplina Linguís - tica na língua de sinais, oferecida pela Universidade Estadual Paulista (Unesp) ao longo do segundo semestre. “Muitas pessoas pensam que a língua de sinais é uni versal, o que não é verdade”, explica a professora e chefe do Departamento de Linguística, Literatura e Letras Clássicas da Unesp. “Mesmo dentro de um mesmo país, ela sofre variação em relação à localização geográfica, à faixa etária e até ao gênero dos usuários” completa a especialista. Os surdos podem criar sinais diferentes para identificar lugares, objetos e conceitos. Em São Paulo, o sinal de “cerveja” é feito com um giro do punho como uma meia-volta. Em Minas, a bebida é citada quando os dedos in -dicador e médio batem no lado do rosto. Também ocorrem mudanças históricas. Um sinal pode sofrer al -terações decorrentes dos costumes da geração que o utiliza. Disponível em: www.educacao.sp.gov.br. Acesso em 1 nov. 2021 (adaptado) Nesse texto, a Língua Brasileira de Sinais (Libras) ","['passa por fenômenos de variação linguística como qualquer outra língua. ', 'apresenta variações regionais, assumindo novo sentido para algumas palavras. ', 'sofre mudança estrutural motivada pelo uso de sinais diferentes para algumas palavras. ', 'diferencia-se em todo o Brasil, desenvolvendo cada região a sua própria língua de sinais. ', 'é ininteligível para parte dos usuários em razão das mudanças de sinais motivadas geograficamente. ']",2023
17,D,"Como é bom reencontrar os leitores da Revista da Cultura por meio de uma publicação com outro visual, conteúdo de qualidade e interesses ampliados! ]cultura[ , este nome simples, e eu diria mesmo familiar, nasce entre dois colchetes voltados para fora. E não é por acaso: são sinais abertos, receptivos, propícios à circulação de ideias. O DNA da publicação se mantém o mesmo, afinal, por longos anos montamos nossas edições com assuntos saídos das estantes de uma grande livraria – e assim continuará sendo. Literatura, sociologia, filosofia, artes... nunca será difícil montar a pauta da revista porque os livros nos ensinam que monotonia é só para quem não lê. HERZ, P. ]cultura[ n. 1. jun. 2018 (adaptado). O uso não padrão dos colchetes para nomear a revista atribui-lhes uma nova função e está correlacionado ao(à) ","['perfil de público-alvo, constituído por leitores exi - gentes e especializados em leitura acadêmica. ', 'propósito do editor, chamando a atenção para o rigor normativo nos textos da revista. ', 'exclusividade na seleção temática, direcionada para a área das ciências humanas. ', 'identidade da revista, voltada para a recepção e a promoção de ideias circulantes em livros. ', 'padrão editorial dos artigos, organizados em torno de uma proposta de design inovador. ']",2023
18,B,"TEXTO I Alegria, alegria O sol nas bancas de revista Me enche de alegria e preguiça Quem lê tanta notícia Eu vou Por entre fotos e nomes Os olhos cheios de cores O peito cheio de amores vãos Eu vou Por que não, por que não? VELOSO, C. Alegria, alegria . Rio de Janeiro: Polygram, 1990 (fragmento). TEXTO II Anjos tronchos Uns anjos tronchos do Vale do Silício Desses que vivem no escuro em plena luz Disseram vai ser virtuoso no vício Das telas dos azuis mais do que azuis Agora a minha história é um denso algoritmo Que vende venda a vendedores reais Neurônios meus ganharam novo outro ritmo E mais, e mais, e mais, e mais, e mais VELOSO, C. Meu coco . Rio de Janeiro: Sony, 2021 (fragmento). Embora oriundas de momentos históricos diferentes, essas letras de canção têm em comum a ","['referência às cores como elemento de crítica a hábitos contemporâneos. ', 'percepção da profusão de informações gerada pela tecnologia. ', 'contraposição entre os vícios e as virtudes da vida moderna. ', 'busca constante pela liberdade de expressão individual. ', 'crítica à finalidade comercial das notícias. ']",2023
19,D,"“São tantas formas de matar um preto Que para alguns sua morte é justificada Devia tá fazendo coisa errada Se não era bandido, um dia ia ser Por ser PRETO sua morte é defendida O PRETO sempre merece morrer”. A estrofe acima é do poeta e educador social Baticum Proletário, que atua na periferia de Fortaleza, no Ceará, preparando jovens — em quase sua totalidade negros — para enfrentar as dificuldades impostas pelo racismo estrutural no país. É a partir da arte que Baticum consegue envolver a juventude em um projeto de fortalecimento dessa população ao promover batalhas de rimas, slams e saraus com temáticas que discutem os problemas sociais. Não por acaso, o tema mais explorado nas rimas, versos e prosas é a violência. De acordo com o mais recente Atlas da violência , em 2019, os negros representaram 77% das vítimas de homicídios, quase 30 assassinatos por 100 mil habitantes, a maioria deles jovens. O Atlas revela ainda que um negro tem quase 2,7 vezes mais chance de ser morto do que um branco, o que justifica o movimento de resistência crescente no Brasil. MENDONÇA. F. Disponível em: www.cartacapital.com.br. Acesso em: 22 nov. 2021 (adaptado). O uso de citação e de dados estatísticos nesse texto tem o objetivo de ","['ressaltar a importância da poesia para denunciar a morte de negros, que cresce a cada dia. ', 'destacar o crescimento exponencial da temática do preconceito na produção literária no Brasil. ', 'demonstrar o incremento no quantitativo de expressões artísticas na discussão de problemas sociais. ', 'evidenciar argumentos que reforçam a ideia de que os negros são vítimas em potencial da violência. ', 'salientar o aumento da participação de jovens nos movimentos de resistência na área da cultura. ']",2023
20,E,"No princípio era o verbo. A frase que abre o primeiro capítulo do Evangelho de João e remete à criação do mundo, assim como também faz o Gênesis, é a mais famosa da Bíblia. A ideia de que o mundo é criado pela palavra, porém, é tão estruturante que está presente em outras religiões, para muito além das fundadas no cristia -nismo. Como humanos, a linguagem é o mundo que habitamos. Basta tentar imaginar um mundo em que não podemos usar palavras para dizer de nós e dos outros para compreender o que isso significa. Ou um mundo em que aquilo que você diz não é entendido pelo outro, e o que o outro diz não é entendido por você. O que acontece então quando a palavra é destruída e, com ela, a linguagem? Durante séculos, em diferentes sociedades e línguas, é importante lembrar, a linguagem serviu — e ainda serve — para manter privilégios de grupos de poder e deixar todos os outros de fora. Quem entende linguagem de advogados, juízes e promotores, linguagem de médicos, linguagem de burocratas, linguagem de cientistas? A maior parte da população foi submetida à violência de propositalmente ser impedida de compreender a lingua -gem daqueles que determinam seus destinos. Se o princípio é o verbo, o fim pode ser o silencia men to. Mesmo que ele seja cheio de gritos entre aqueles que já não têm linguagem comum para compreender uns aos outros. BRUM, E. Disponível em: https://brasil.elpais.com. Acesso em: 5 nov. 2021. Nesse texto, a estratégia usada para convencer o leitor de que uma grande parcela da população não compreende a linguagem daqueles que detêm o poder foi ","['revelar a origem religiosa da linguagem. ', 'questionar o temor sobre o futuro da linguagem. ', 'descrever a relação entre sociedade e linguagem ', 'apresentar as consequências do esfacelamento da linguagem. ', 'criticar o obstáculo promovido pelos usos especializa - dos da linguagem. ']",2023
21,D,"Um grupo de pesquisadores da Universidade Federal do Ceará desenvolveu um dicionário para traduzir sintomas de doenças da linguagem popular para os termos médicos. Defruço, chanha e piloura, por exemplo, podem ser termos conhecidos para muitos, mas, durante uma consulta médica, o desconhecimento pode significar um diagnóstico errado. “Isso é um registro histórico e pode ser muito útil para estudos dessas comunidades, na abordagem médica delas. É de certa forma pioneiro no Brasil e, sem dúvida, um instrumento de trabalho importante, porque a comunica -ção é fundamental na relação médico-paciente”, avalia o reitor da instituição. Disponível em: https://g1.globo.com. Acesso em: 1 nov. 2021 (adaptado). Ao registrarem usos regionais de termos da área médica, Pesquisadores ","['apontaram erros motivados pelo desconhecimento da variedade linguística local. ', 'explicaram problemas provocados pela incapacidade de comunicação. ', 'descobriram novos sintomas de doenças existentes na comunidade. ', 'propiciaram melhor compreensão dos sintomas dos pacientes. ', 'divulgaram um novo rol de doenças características da localidade. ']",2023
22,C,"Alguém muito recentemente cortara o mato, que na época das chuvas crescia e rodeava a casa da mãe de Ponciá Vicêncio e de Luandi. Havia também vestígios de que a terra fora revolvida, como se ali fosse plantar uma pequena roça. Luandi sorriu. A mãe devia estar bastante forte, pois ainda labutava a terra. Cantou alto uma cantiga que aprendera com o pai, quando eles trabalhavam na terra dos brancos. Era uma canção que os negros mais velhos ensinavam aos mais novos. Eles diziam ser uma cantiga de voltar, que os homens, lá na África, entoavam sempre, quando estavam regressando da pesca, da caça ou de algum lugar. O pai de Luandi, no dia em que queria agradar à mulher, costumava entoar aquela cantiga ao se aproximar de casa. Luandi não entendia as palavras do canto; sabia, porém, que era uma língua que alguns negros falavam ainda, principalmente os velhos. Era uma cantiga alegre. Luandi, além de cantar, acompanhava o ritmo batendo com as palmas das mãos em um atabaque ima ginário. Estava de regresso à terra. V oltava em casa. Chegava cantando, dançando a doce e vitoriosa cantiga de regressar. EV ARISTO, C. Ponciá Vicêncio . Rio de Janeiro: Pallas, 2018. A leitura do texto permite reconhecer a “cantiga de voltar’ como patrimônio linguístico que ","['representa a memória de uma língua africana extinta. ', 'exalta a rotina executada por jovens afrodescendentes. ', 'preserva a ancestralidade africana por meio da tradição oral. ', 'resgata a musicalidade africana por meio de palavras inteligíveis. ', 'remonta à tristeza dos negros mais velhos com saudade da África. ']",2023
