questao,gabarito,enunciado,alternativas,enem_ano
6,E,"10 de maio Fui na delegacia e falei com o tenente. Que homem amavel! Se eu soubesse que ele era tão amavel, eu teriaido na delegacia na primeira intimação. [...] O tenenteinteressou-se pela educação dos meus filhos. Disse-meque a favela é um ambiente propenso, que as pessoas temmais possibilidade de delinquir do que tornar-se util apatria e ao país. Pensei: se ele sabe disto, porque não fazum relatorio e envia para os politicos? O Senhor JanioQuadros, o Kubstchek, e o Dr. Adhemar de Barros? Agorafalar para mim, que sou uma pobre lixeira. Não possoresolver nem as minhas dificuldades. ... O Brasil precisa ser dirigido por uma pessoa que já passou fome. A fome tambem é professora. Quem passa fome aprende a pensar no próximo, e nas crianças. JESUS, C. M. Quarto de despejo : diário de uma favelada. São Paulo: Ática, 2014. A partir da intimação recebida pelo filho de 9 anos, a autora faz uma reflexão em que transparece a ","['lição de vida comunicada pelo tenente.', 'predisposição materna para se emocionar.', 'atividade política marcante da comunidade.', 'resposta irônica ante o discurso da autoridade.', 'necessidade de revelar seus anseios mais íntimos. ']",2022
7,A,"Firmo, o vaqueiro No dia seguinte, à hora em que saía o gado, estava eu debruçado à varanda quando vi o cafuzo que preparava oanimal viajeiro: – Raimundinho, como vai ele?...De longe apontou a palhoça.– Sim.O braço caiu-lhe, olhou-me algum tempo comovido; depois, saltando para o animal, levou o polegar à bocafazendo estalar a unha nos dentes: “Às quatro da manhã...Atirei um verso e disse, para bulir com ele: Pega, velho!Não respondeu. Tio Firmo, mesmo velho e doente, nãoera homem para deixar um verso no chão... Fui ver,coitado!... estava morto. E deu de esporas para que eu nãolhe visse as lágrimas. NETTO, C. In: MARCHEZAN, L. G. (Org.). O conto regionalista . São Paulo: Martins Fontes, 2009. A passagem registra um momento em que a expres - sividade lírica é reforçada pela ","['plasticidade da imagem do rebanho reunido.', 'sugestão da firmeza do sertanejo ao arrear o cavalo.', 'situação de pobreza encontrada nos sertões brasileiros.', 'afetividade demonstrada ao noticiar a morte do cantador. ', 'preocupação do vaqueiro em demostrar sua virilidade. ']",2022
8,A,"O bebê de tarlatana rosa – [...] Na terça desliguei-me do grupo e caí no mar alto da depravação, só, com uma roupa leve por cima da pelee todos os maus instintos fustigados. De resto a cidadeinteira estava assim. É o momento em que por trás dasmáscaras as meninas confessam paixões aos rapazes, é oinstante em que as ligações mais secretas transparecem,em que a virgindade é dúbia e todos nós a achamos inútil,a honra uma caceteação, o bom senso uma fadiga. Nessemomento tudo é possível, os maiores absurdos, osmaiores crimes; nesse momento há um riso que galvanizaos sentidos e o beijo se desata naturalmente. Eu estava trepidante, com uma ânsia de acanalhar-me, quase mórbida. Nada de raparigas do galarim perfumadase por demais conhecidas, nada do contato familiar, mas odeboche anônimo, o deboche ritual de chegar, pegar,acabar, continuar. Era ignóbil. Felizmente muita gentesofre do mesmo mal no carnaval. RIO, J. Dentro da noite . São Paulo: Antíqua, 2002. No texto, o personagem vincula ao carnaval atitudes e reações coletivas diante das quais expressa ","['consagração da alegria do povo.', 'atração e asco perante atitudes libertinas.', 'espanto com a quantidade de foliões nas ruas.', 'intenção de confraternizar com desconhecidos.', 'reconhecimento da festa como manifestação cultural. ']",2022
9,A,"A conquista da medalha de prata por Rayssa Leal, no skate street nos Jogos Olímpicos, é exemplo da representatividade feminina no esporte, avalia a âncorado jornal da rede de televisão da CNN. A apresentadora,que também anda de skate, celebrou a vitória dabrasileira, que entrou para a história como a atleta maisnova a subir num pódio defendendo o Brasil. “Essarepresentatividade do esporte nos Jogos faz pensarmosque não temos que ficar nos encaixando em nenhumlugar. Posso gostar de passar notícia e, mesmo assim,gostar de skate, subir montanha, mergulhar, andar de bike,fazer yoga”. Temos que parar de ficar enquadrando aspessoas dentro das regras. A gente vive num padrão noqual a menina ganha boneca, mas por que também nãofazer um esporte de aventura? Por que o homem pode semachucar, cair de joelhos, e a menina tem que estarsempre lindinha dentro de um padrão? Acabamoslimitando os talentos das pessoas”, afirmou a jornalista,sobre a prática do skate por mulheres. Disponível em: www.cnnbrasil.com.br. Acesso em: 31 out. 2021 (adaptado). O discurso da jornalista traz questionamentos sobre a relação da conquista da skatista com a ","['conciliação do jornalismo com a prática do skate.', 'inserção das mulheres na modalidade skate street . ', 'desconstrução da noção do skate como modalidade masculina. ', 'vanguarda de ser a atleta mais jovem a subir no pódio olímpico. ', 'conquista de medalha nos Jogos Olímpicos de Tóquio. ']",2022
10,C,"“Vida perfeita” em redes sociais pode afetar a saúde mental Nas várias redes sociais que povoam a internet, os chamados digital influencers estão sempre felizes e pregam a felicidade como um estilo de vida. Essaspessoas espalham conteúdo para milhares de seguidores,ditando tendências e mostrando um estilo de vidasonhando por muitos, como o corpo esbelto, viagensincríveis, casas deslumbrantes, carros novos e alegria emtempo integral, algo bem improvável de ocorrer o tempotodo, aponta Carla Furtado, mestre em psicologia efundadora do Instituto Feliciência. A problemática pode surgir com a busca incessante por essa felicidade, que gera efeitos colaterais em quemconsome diariamente a “vida perfeita” de outros. Daí vemo conceito de positividade tóxica: a expressão tem sidousada para abordar uma espécie de pressão pela adoção deum discurso positivo, aliada a uma vida editada para asredes sociais. Para manter a saúde mental e evitar seratingido pela positividade tóxica, o uso racional das redessociais é o mais indicado, aconselha a médica psquiatraRenata Nayara Figueiredo, presidante da AssociaçãoPsquiatra de Brasília (APBr). Disponível em: https://agenciabrasil.ebc.com.br. Acesso em: 21 nov. 2021 (adaptado). Associada ao ideário de uma “vida perfeita”, a positivi - dade tóxica mencionada no texto é um fenômeno socialrecente, que se constitui com base em ","['representações estereotipadas e superficiais de felicidade. ', 'ressignificações contemporâneas do conceito de alegria. ', 'estilos de vida inacessíveis para a sociedade brasileira.', 'atitudes contraditórias de influenciadores digitais.', 'padrões idealizados e nocivos de beleza física. ']",2022
11,A,"TEXTO I EL GRECO. Laocoonte . Óleo sobre tela, 1,37cm x 1,72cm. National Gallery of Art, Washington, Estados Unidos, circa 1610- 1614. Disponível em: https://images.nga.gov. Acesso em: 28 jun 2019 (adaptado). TEXTO II Essa impressionante obra apresenta o sacerdote Laocoonte sendo punido pelos deuses por tentar alertaros troianos da ameaça do Cavalo de Troia, que escondiaum grupo de soldados gregos. Enviadas pelos deuses,serpentes marinhas são vistas matando Laocoonte e seusdois filhos como forma de punição. KAY , A. In: FARTHING, S. (Org.). Tudo sobre arte . Rio de Janeiro: Sextante, 2011 (adaptado). Produzida no início do século XVII, a obra maneirista distingue-se pela ","['representação da nudez masculina.', 'distorção ao representar a figura humana.', 'evocação de um fato da cultura clássica grega.', 'presença do tema da morte como punição da família.', 'utilização da perspectiva para integrar os diferentes planos. ']",2022
12,B,"TEXTO I JUDD, D. Sem título . 1969. Disponível em: https://dasartes.com.br. Acesso em: 16 jun. 2022. TEXTO II Embora não fosse um grupo ou um movimento organi - zado, o Minimalismo foi um dos muitos rótulos(incluindo estruturas primárias, objetos unitários, arteABC e Cool Art ) aplicados pelos críticos para descrever estruturas aparentemente simples que alguns artistasestavam criando. Quando a arte minimalista começou asurgir, muitos críricos e um público opinativo julgaram-na fria, anônima e imperdoável. Os materiais industriaispré-fabricados frequentemente usados não pareciam“arte”. DEMPSEY , A. Estilos, escolhas e movimentos . São Paulo: Cosac & Naify, 2003 (adaptado). De acordo com os textos I e II, compreende-se que a obra minimalista é uma ","['representação da simplicidade pelo artista.', 'exploração da técnica da escultura cubista.', 'valorização do cotidiano por meio da geometria.', 'utilização da complexidade dos elementos formais.', 'combinação de formas sintéticas no espaço utilizado. ']",2022
13,B,"Esaú e Jacó Bárbara entrou, enquanto o pai pegou da viola e passou ao patamar de pedra, à porta da esquerda. Era umacriaturinha leve e breve, saia bordada, chinelinha no pé.Não se lhe podia negar um corpo airoso. Os cabelos,apanhados no alto da cabeça por um pedaço de fitaenxovalhada, faziam-lhe um solidéu natural, cuja borlaera suprida por um raminho de arruda. Já vai nisto umpouco de sacerdotisa. O mistério estava nos olhos. Esteseram opacos, não sempre nem tanto que não fossemtambém lúcidos e agudos, e neste último estado eramigualmente compridos; tão compridos e tão agudos queentravam pela gente abaixo, revolviam o coração etornavam cá fora, prontos para nova entrada e outrorevolvimento. Não te minto dizendo que as duas sentiramtal ou qual fascinação. Bárbara interrogou-as; Natividadedisse ao que vinha e entregou-lhe os retratos dos filhos eos cabelos cortados, por lhe haverem dito que bastava. – Basta, confirmou Bárbara. Os meninos são seus filhos? – São. ASSIS, M. Obra completa . Rio de Janeiro: Nova Aguilar, 1994. No relato da visita de duas mulheres ricas a uma vidente no Morro do Castelo, a ironia — um dos traços maisrepresentativos da narrativa machadiana — consiste no ","['modo de vestir dos moradores do morro carioca.', 'senso prático em relação às oportunidades de renda.', 'mistério que cerca as clientes de práticas de vidência.', 'misto de singeleza e astúcia dos gestos da personagem.', 'interesse do narrador pelas figuras femininas ambí guas. ']",2022
14,D,"A senhora manifestava-se por atos, por gestos, e sobretudo por um certo silêncio, que amargava, queesfolava. Porém desmoralizar escancaradamente omarido, não era com ela.[...] As negras receberam ordem para meter no serviço a gente do tal compadre Silveira : as cunhadas, ao fuso; os cunhados, ao campo, tratar do gado com os vaqueiros; amulher e as irmãs, que se ocupassem da ninhada.Margarida não tivera filhos, e como os desejasse com aforça de suas vontades, tratava sempre bem aospequenitos e às mães que os estavam criando. Não eraisso uma sentimentalidade cristã, uma ternura, era oegoísta e cru instinto da maternidade, obrando por merasimpatia carnal. Quanto ao pai do lote (referia-se aoAntônio), esse que fosse ajudar ao vaqueiro das bestas. Ordens dadas, o Quinquim referendava. Cada um moralizava o outro, para moralizar-se. PAIV A, M. O. Dona Guidinha do Poço . Rio de Janeiro: Tecnoprint, s/d. No trecho do romance naturalista, a forma como o narrador julga comportamentos e emoções das persona -gens femininas revela influência do pensamento ","['capitalista, marcado pela distribuição funcional do trabalho. ', 'liberal, buscando a igualdade entre pessoas escravi - zadas e livres. ', 'científico, considerando o ser humano como um fenômeno biológico. ', 'religioso, fundamentado na fé e na aceitação dos dogmas do cristianismo. ', 'afetivo, manifesto na determinação de acolher fami - liares e no respeito mútuo. ']",2022
15,B,"Era o êxodo da seca de 1898. Uma ressurreição de cemitérios antigos — esqueletos redivivos, com o aspectoterroso e o fedor das covas podres. Os fantasmas estropiados como que iam dançando, de tão trôpegos e trêmulos, num passo arrastado de quemleva as pernas, em vez de ser levado por elas. Andavam devagar, olhando para trás, como quem quer voltar. Não tinham pressa em chegar, porque não sabiamaonde iam. Expulsos de seu paraíso por espadas de fogo,iam, ao acaso, em descaminhos, no arrastão dos mausfados. Fugiam do sol e o sol guiava-os nesse forçado noma - dismo. Adelgaçados na magreira cômica, cresciam, como se o vento os levantasse. E os braços afinados desciam-lhesaos joelhos, de mãos abanando. Vinham escoteiros. Menos os hidrópicos — de ascite consecutiva à alimentação tóxica — com os fardos dasbarrigas alarmantes. Não tinham sexo, nem idade, nem condição nenhuma. Eram os retirantes. Nada mais. ALMEIDA, J. A. A bagaceira . Rio de Janeiro: J. Olympio, 1978. Os recursos composicionais que inserem a obra no cha - mado “Romance de 30” da literatura brasileira mani -festam-se aqui no(a) ","['desenho cru da realidade dramática dos retirantes.', 'indefinição dos espaços para efeito de generalização. ', 'análise psicológica da reação dos personagens à seca. ', 'engajamento político do narrador ante as desigual - dades. ', 'contemplação lírica da paisagem transformada em alegoria. ']",2022
16,E,"MANUAL DE ORIENTAÇÃO O primeiro guia prático da Sociedade Brasileira de Pediatria para ajudar pais e pediatras no desafio de educar nativos digitais A criança não deve ser exposta passivamente às telas – TV , tablet, celular etc., principalmente durante asrefeições e até 2 horas antes de dormir. O tempo de exposição às telas deve ser limitado a 1 hora por dia. Crianças dessa faixa etária devem ser maisprotegidas da violência virtual, pois não sabem separarfantasia de realidade. Devem ter acesso controlado a computadores e dispositivos móveis. Crianças de até 10 anos não devemusar TV ou computador no próprio quarto. Disponível em: https://tab.uol.com.br. Acesso em: 25 ago. 2017 (adaptado). O texto sobre os chamados nativos digitais traz infor - mações com a função de ","['propor ações específicas para cada etapa da infância.', 'estabelecer regras que devem ser seguidas à risca.', 'explicar os efeitos do acesso precoce à internet.', 'determinar a incorporação de rituais à educação dos filhos. ', 'educar com base em um conjunto de estratégias formativas. EENNEEMM -- 11..OODDIIAA-- NNOOVVEEMMBBRROO//22002222']",2022
17,B,"Soluços, lágrimas, casa armada, veludo preto nos portais, um homem que veio vestir o cadáver, outro quetomou a medida do caixão, caixão, essa, tocheiros,convites, convidados que entravam, lentamente, a passosurdo, e apertavam a mão à família, alguns tristes, todossérios e calados, padre e sacristão, rezas, aspersões d’águabenta, o fechar do caixão, a prego e martelo, seis pessoasque o tomam da essa, e o levantam, e o descem a custopela escada, não obstante os gritos, soluços e novaslágrimas da família, e vão até o coche fúnebre, e ocolocam em cima e traspassam e apertam as correias, orodar do coche, o rodar dos carros, um a um... Isto queparece um simples inventário eram notas que eu haviatomado para um capítulo triste e vulgar que não escrevo. ASSIS, M. Memórias póstumas de Brás Cubas. www.dominiopublico.gov.br. Acesso em: 25 jul. 2022. O recurso linguístico que permite a Machado de Assis considerar um capítulo de Memórias póstumas de Brás Cubas como inventário é a ","['enumeração de objetos e fatos.', 'predominância de linguagem objetiva.', 'ocorrência de período longo no trecho.', 'combinação de verbos no presente e no pretérito.', 'presença de léxico do campo semântico de funerais. ']",2022
18,A,"Criado há cerca de 20 anos na Califórnia, o mountainboard é um esporte de aventura que utiliza uma espécie de skate off-road para realizar manobras similares às das modalidades de snowboard , surf e do próprio skate. A atividade chegou ao Brasil em 1997 e hoje possuicentenas de praticantes, um circuito nacional respeitávele mais de uma dezena de pistas espalhadas pelo país.Segundo consta na história oficial, o mountainboard foi criado por praticantes de snowboard que sentiam falta de praticar o esporte nos períodos sem neve. Para isso, elesdesenvolveram um equipamento bem simples: umaprancha semelhante ao modelo utilizado na neve (menore um pouco menos flexível), com dois eixos bemresistentes, alças para encaixar os pés e quatro pneus comcâmaras de ar para regular a velocidade que pode seralcançada em diferentes condições. Com essaconfiguração, o esporte se mostrou possível em diversostipos de terreno: grama, terra, pedras, asfalto e areia. Alémdesses pisos, também é possível procurar pelas própriastrilhas para treinar as manobras. Disponível em: www.webventure.com.br. Acesso em: 19 jun. 2019. A história da prática do mountainboard representa uma das principais marcas das atividades de aventura,caracterizada pela ","['competitividade entre seus praticantes.', 'atividade com padrões técnicos definidos.', 'modalidade com regras predeterminadas.', 'criatividade para adaptações a novos espaços.', 'necessidade de espaços definidos para a sua realização. ']",2022
19,C,"Ser cronista Sei que não sou, mas tenho meditado ligeiramente no assunto. Crônica é um relato? É uma conversa? É um resumo de um estado de espírito? Não sei, pois antes de começar aescrever para o Jornal do Brasil , eu só tinha escrito romances e contos. E também sem perceber, à medida que escrevia para aqui, ia me tornando pessoal demais, correndo o risco deem breve publicar minha vida passada e presente, o quenão pretendo. Outra coisa notei: basta eu saber que estouescrevendo para jornal, isto é, para algo aberto facilmentepor todo o mundo, e não para um livro, que só é abertopor quem realmente quer, para que, sem mesmo sentir, omodo de escrever se transforme. Não é que me desagrademudar, pelo contrário. Mas queria que fossem mudançasmais profundas e interiores que não viessem a se refletirno escrever. Mas mudar só porque isso é uma coluna ouuma crônica? Ser mais leve só porque o leitor assim oquer? Divertir? Fazer passar uns minutos de leitura? Eoutra coisa: nos meus livros quero profundamente acomunicação profunda comigo e com o leitor. Aqui noJornal apenas falo com o leitor e agrada-me que ele fiqueagradado. V ou dizer a verdade: não estou contente. LISPECTOR, C. In: A descoberta do mundo. Rio de Janeiro: Rocco, 1999. No texto, ao refletir sobre a atividade de cronista, a autora questiona características do gênero crônica, como ","['relação distanciada entre os interlocutores.', 'articulação de vários núcleos narrativos.', 'brevidade no tratamento da temática.', 'descrição minuciosa dos personagens.', 'público leitor exclusivo. ']",2022
20,C,"Projeto na Câmara de BH quer a vacinação gratuita de cães contra a leishmaniose A doença é grave e vem causando preocupação na região metropolitana da capital mineira Ela é uma doença grave, transmitida pela picada do mosquito-palha, e afeta tanto os seres humanos quanto oscachorros: a leishmaniose. Por ser um problema de saúdepública, a doença pode ganhar uma ação preventivaimportante, caso um projeto de lei seja aprovado naCâmara Municipal de Belo Horizonte (CMBH). Diantedo alto número de casos da doença na Grande BH, aComissão de Saúde e Saneamento da CMBH aprovou aproposta de realização de campanhas públicas devacinação gratuita de cães contra a leishmaniose, tema doPL 404/17, apreciado pelo colegiado em reuniãoordinária, no dia 6 de dezembro. Disponível em: https://revistaencontro.com.br. Acesso em: 11 dez. 2017. Essa notícia, além de cumprir sua função informativa, assume o papel de ","['fiscalizar as ações de saúde e saneamento da cidade.', 'defender os serviços gratuitos de atendimento à população. ', 'conscientizar a população sobre grave problema de saúde pública. ', 'propor campanhas para a ampliação de acesso aos serviços públicos. ', 'responsabilizar os agentes públicos pela demora na tomada de decisões. ']",2022
21,B,"Vanda vinha do interior de Minas Gerais e de dentro de um livro de Charles Dickens. Sem dinheiro para criá-la, sua mãe a dera, com seus sete anos, a umaconhecida. Ao recebê-la, a mulher perguntou o que agarotinha gostava de comer. Anotou tudo num papel. Mala mãe virou as costas, no entanto, a fulana amassou a listae, como uma vilã de folhetim, decretou: “A partir de hoje,você não vai mais nem sentir o cheiro dessas comidas!”. Vanda trabalhou lá até os quinze anos, quando recebeu a carta de uma prima com uma nota de cem cruzeiros,saiu de casa com a roupa do corpo e fugiu num ônibuspara São Paulo. Todas as vezes que eu e minha irmã a importunávamos com nossas demandas de criança mimada, ela nos contavahistórias da infância de gata-borralheira, fazia-nos apertarseu nariz quebrado por uma das filhas da “patroa” comum rolo de amassar pão e nos expulsava da cozinha: “Saipra lá, peste, e me deixa acabar essa janta”. PRATA, A. Nu de botas. São Paulo: Cia. das Letras, 2013 (adaptado). Pela ótica do narrador, a trajetória da empregada de sua casa assume um efeito expressivo decorrente da ","['citação a referências literárias tradicionais.', 'alusão à inocência das crianças da época.', 'estratégia de questionar a bondade humana.', 'descrição detalhada das pessoas do interior.', 'representação anedótica de atos de violência. ']",2022
22,E,"TEXTO I SILVEIRA, R. In absentia, 1983. Instalação, 17ª Bienal de São Paulo. Disponível em: www.bienal.org.br. Acesso em: 1 set. 2016 (adaptado). TEXTO II O termo ready-made foi criado por Marcel Duchamp (1887-1968) para designar um tipo de objeto, por eleinventado, que consiste em um ou mais artigos de usocotidiano, produzidos em massa, selecionados semcritérios estéticos e expostos como obras de arte emespaços especializados (museus e galerias). Seu primeiroready-made , de 1912, é uma roda de bicicleta montada sobre um banquinho ( Roda de bicicleta ). Ao transformar qualquer objeto em obra de arte, o artista realiza umacrítica radical ao sistema da arte. Disponível em: www.bienal.org.br. Acesso em: 1 set. 2016 (adaptado). A instalação In absentia propõe um diálogo com o ready- made Roda de bicicleta , demonstrando que ","['as formas de criticar obras do passado se repetem.', 'a recorrência de temas marca a arte do final do século XX. ', 'as criações desmistificam os valores estéticos estabelecidos. ', 'o distanciamento temporal permite a transformação dos referenciais estéticos. ', 'o objeto ausente sugere a degradação da forma superando o modelo artístico. EENNEEMM -- 11..OODDIIAA-- NNOOVVEEMMBBRROO//22002222']",2022
