questao,gabarito,enunciado,alternativas,enem_ano
10,E,"Introdução a Alda Dizem que ninguém mais a ama. Dizem que foi uma boa pessoa. Sua filha de doze anos não a visita nunca etalvez raramente se lembre dela. Puseram-na numa cidadetriste de uniformes azuis e jalecos brancos, de onde nãopôde mais sair. Lá, todos gritam-lhe irritados, mal seaproxima, ou lhe batem, como se faz com sacos de areiapara treinar os músculos. Sei que para todos ela já não é, e ninguém lhe daria uma maçã cheirosa, bem vermelha. Mas não é verdadeque alguém não a possa mais amar. Eu amo-a. Amo-aquando a vejo por trás das grades de um palácio, onde serefugiou princesa, chegada pelos caminhos da dor. Quan -do fora do reino sente o mundo de mil lanças, e selvagemprepara-se, posta no olhar. Amo-a quando criança brincana areia sem medo. Uns pés descalços, uma mulher semintenções. Cercada de mundo, às vezes sofrendo-o ainda. CANÇADO, M. L. O sofredor do ver . Belo Horizonte: Autêntica, 2015. Ao descrever uma mulher internada em um hospital psiquiátrico, o narrador compõe um quadro que expressasua percepção ","['irônica quanto aos efeitos do abandono familiar.', 'resignada em face dos métodos terapêuticos em vigor.', 'alimentada pela imersão lírica no espaço da segre - gação. ', 'inspirada pelo universo pouco conhecido da mente humana. ', 'demarcada por uma linguagem alinhada à busca da lucidez. ']",2021
11,A,"O pavão vermelho Ora, a alegria, este pavão vermelho, está morando em meu quintal agora.Vem pousar como um sol em meu joelhoquando é estridente em meu quintal a aurora. Clarim de lacre, este pavão vermelho sobrepuja os pavões que estão lá fora.É uma festa de púrpura. E o assemelhoa uma chama do lábaro da aurora. É o próprio doge a se mirar no espelho. E a cor vermelha chega a ser sonoraneste pavão pomposo e de chavelho. Pavões lilases possuí outrora. Depois que amei este pavão vermelho,os meus outros pavões foram-se embora. COSTA, S. Poesia completa : Sosígenes Costa. Salvador: Conselho Estadual de Cultura, 2001. Na construção do soneto, as cores representam um recurso poético que configura uma imagem com a qual oeu lírico ","['revela a intenção de isolar-se em seu espaço.', 'simboliza a beleza e o esplendor da natureza. ', 'experimenta a fusão de percepções sensoriais.', 'metaforiza a conquista de sua plena realização.', 'expressa uma visão de mundo mística e espiritualizada. ']",2021
12,D,"LICHTENSTEIN, R. Garota com bola . Óleo sobre tela, 153 cm x 91,9 cm. Museu de Arte Moderna de Nova York, 1961. Disponível em: www.moma.org. Acesso em: 4 dez. 2018. A obra, da década de 1960, pertencente ao movimento artístico Pop Art , explora a beleza e a sensualidade do corpo feminino em uma situação de divertimento.Historicamente, a sociedade inventou e continua rein - ventando o corpo como objeto de intervenções sociais,buscando atender aos valores e costumes de cada época. Na reprodução desses preceitos, a erotização do corpo feminino tem sido constituída pela ","['realização de exercícios físicos sistemáticos e excessivos. ', 'utilização de medicamentos e produtos estéticos.', 'educação do gesto, da vontade e do comportamento.', 'construção de espaços para vivência de práticas corporais. ', 'promoção de novas experiências de movimento humano no lazer. ']",2021
13,C,"O skate apareceu como forma de vivência no lazer em períodos de baixa nas ondas e ficou conhecido como“surfinho”. No início foram utilizados eixos e rodinhasde patins pregados numa madeira qualquer, para suacomposição, sendo as rodas de borracha ou ferro. Ogrande marco na história do skate ocorreu em 1974,quando o engenheiro químico chamado Frank Nasworthydescobriu o uretano, material mais flexível, que ofereciamais aderência às rodas. A dependência dos skatistas emrelação a esse novo material igualmente alavancou osurgimento de novas manobras e possibilitou a um maiornúmero de pessoas inexperientes começar a prática dessamodalidade. O resultado foi a criação de campeonatos,marcas, fábricas e lojas especializadas. ARMBRUST, I.; LAURO, F. A. A. O skate e suas possibilidades educacionais. Motriz , jul.-set. 2010 (adaptado). De acordo com o texto, diversos fatores ao longo do tempo ","['contribuíram para a democratização do skate.', 'evidenciaram as demandas comerciais dos skatistas.', 'definiram a carreira de skatista profissional.', 'permitiram que a prática social do skate substituísse o surfe. ', 'indicaram a autonomia dos praticantes de skate. ']",2021
14,E,"Estojo escolar Rio de Janeiro — Noite dessas, ciscando num desses canais a cabo, vi uns caras oferecendo maravilhaseletrônicas, bastava telefonar e eu receberia um notebookcapaz de me ajudar a fabricar um navio, uma estaçãoespacial. [...] Como pretendo viajar esses dias, habilitei-me a comprar aquilo que os caras anunciavam como o top dotop em matéria de computador portátil. No sábado, recebi um embrulho complicado que necessitava de um manual de instruções para ser aberto. [...] De repente, como vem acontecendo nos últimos tempos, houve um corte na memória e vi diante de mimo meu primeiro estojo escolar. Tinha 5 anos e ia para ojardim de infância. Era uma caixinha comprida, envernizada, com uma tampa que corria nas bordas do corpo principal. Dentro,arrumados em divisões, havia lápis coloridos, umapontador, uma lapiseira cromada, uma régua de 20 cm euma borracha para apagar meus erros. [...] Da caixinha vinha um cheiro gostoso, cheiro que nunca esqueci e que me tonteava de prazer. [...] O notebook que agora abro é negro e, em matéria de cheiro, é abominável. Cheira vilmente a telefone celular,a cabine de avião, a aparelho de ultrassonografia ondeoutro dia uma moça veio ver como sou por dentro. Achoque piorei de estojo e de vida. CONY , C.H. Crônicas para ler na escola . São Paulo: Objetiva, 2009 (adaptado). No texto, há marcas da função da linguagem que nele predomina. Essas marcas são responsáveis por colocarem foco o(a) ","['mensagem, elevando-a à categoria de objeto estético do mundo das artes. ', 'código, transformando a linguagem utilizada no texto na própria temática abordada. ', 'contexto, fazendo das informações presentes no texto seu aspecto essencial. ', 'enunciador, buscando expressar sua atitude em relação ao conteúdo do enunciado. ', 'interlocutor, considerando-o responsável pelo dire - ciona mento dado à narrativa pelo enunciador. ']",2021
15,D,"LEMOS, A. Artistas brasileiras . Belo Horizonte: Miguilim, 2018. O que assegura o reconhecimento desse texto em quadrinhos como prefácio é o(a) ","['função de apresentação do livro.', 'apelo emocional apoiado nas imagens.', 'descrição do processo criativo da autora.', 'referência à mescla dos trabalhos manual e digital.', 'uso de elementos gráficos voltados para o público-al - vo. ']",2021
16,B,"Os linguistas têm notado a expansão do tratamento informal. “Tenho 78 anos e devia ser tratado por senhor,mas meus alunos mais jovens me tratam por você”, diz oprofessor Ataliba Castilho, aparentemente sem seincomodar com a informalidade, inconcebível em seustempos de estudante. O você, porém, não reinará sozinho. O tu predomina em Porto Alegre e convive com o você no Rio de Janeiro e em Recife, enquanto você éo tratamento predominante em São Paulo, Curitiba, Belo Horizonte eSalvador. O tu já era mais próximo e menos formal que você nas quase 500 cartas do acervo on-line de uma instituição universitária, quase todas de poetas, políticose outras personalidades do final do século XIX e iníciodo XX. Disponível em: http://revistapesquisa.fapesp.br. Acesso em: 21 abr. 2015 (adaptado). No texto, constata-se que os usos de pronomes variaram ao longo do tempo e que atualmente têm empregosdiversos pelas regiões do Brasil. Esse processo revela que ","['a escolha de “você” ou de “tu” está condicionada à idade da pessoa que usa o pronome. ', 'a possibilidade de se usar tanto “tu” quanto “você” caracteriza a diversidade da língua. ', 'o pronome “tu” tem sido empregado em situações in - formais por todo o país. ', 'a ocorrência simultânea de “tu” e de “você” evidencia a inexistência da distinção entre níveis de formalidade. ', 'o emprego de “você” em documentos escritos demons - tra que a língua tende a se manter inalterada. ']",2021
17,E,"O solo A morte do cisne , criado em 1905 pelo russo Mikhail Fokine a partir da música do compositor francêsCamille Saint-Saens, retrata o último voo de um cisne antesde morrer. Na versão original, uma bailarina com figurinoimpecavelmente branco e na ponta dos pés inter preta todaa agonia da ave se debatendo até desfalecer. Em 2012, John Lennon da Silva, de 20 anos, morador do bairro de São Mateus, na Zona Leste de São Paulo,elaborou um novo jeito de dançar a coreografia imorta -lizada pela bailarina Anna Pavlova. No lugar de um colã edas sapatilhas, vestiu calça jeans, camiseta e tênis. Em vezde balé, trouxe o estilo popping da street dance . Sua apre - sentação inovadora de A morte do cisne , que foi ao ar no programa Se ela dança, eu danço, virou hit no YouTube. Disponível em: www.correiobraziliense.com.br. Acesso em: 18 jun. 2019 (adaptado). A forma original de John Lennon da Silva reinterpretar a coreografia de A morte do cisne demonstra que ","['a composição da coreografia foi influenciada pela escolha do figurino. ', 'a criação artística é beneficiada pelo encontro de modelos oriundos de diferentes realidades sociocul -turais. ', 'a variação entre os modos de dançar uma mesma música evidencia a hierarquia que marcamanifestações artísticas. ', 'a formação erudita, à qual o dançarino não teve acesso, resulta em artistas que só conhecem a estética da artepopular. ', 'a interpretação, por homens, de coreografias original - mente concebidas para mulheres exige uma adaptaçãocomplexa. ']",2021
18,D,"Seus primeiros anos de detento foram difíceis; aos poucos entendeu como o sistema funciona. Apanhou dezenas devezes, teve o crânio esmagado, o maxilar deslocado,braços e pernas quebrados; por fim, um dia ficoulesionado da perna quando foi jogado da laje de umpavilhão. Nem todas as vezes ele soube por que apanhou,muito menos da última, quando foi deixado para morrer,mas sobreviveu. Seu corpo, moído no inferno, aguarda ofim dos seus dias. Já não questiona mais. Obedece.Cumpre as ordens. Baixa a cabeça e se retira. Apanha, àsvezes com motivo, às vezes sem. Por onde passou, derra -maram seu sangue. Seu rastro pode ser seguido. Intrigater sobrevivido durante tantos anos. Pouquíssimos che -garam à terceira idade encarcerados. MAIA, A. P. Assim na terra como embaixo da terra . Rio de Janeiro: Record, 2017 A narrativa concentra sua força expressiva no manejo derecursos formais e numa representação ficcional que ","['buscam perpetuar visões do senso comum.', 'trazem à tona atitudes de um estado de exceção.', 'promovem a interlocução com grupos silenciados.', 'inspiram o sentimento de justiça por meio da empatia.', 'recorrem ao absurdo como forma de traduzir a reali - dade. ']",2021
19,D,"— O senhor pensa que só porque o deixaram morar neste país pode logo ir fazendo o que quer? Nunca ouviu falarnum troço chamado autoridades constituídas? Não sabeque tem de conhecer as leis do país? Não sabe que existeuma coisa chamada Exército Brasileiro, que o senhor temde respeitar? Que negócio é esse? [...] Eu ensino o senhora cumprir a lei, ali no duro: “dura lex”! Seus filhos sãouns moleques e outra vez que eu souber que andaramincomodando o General, vai tudo em cana. Morou? Seicomo tratar gringos feito o senhor. [...] Foi então que amulher do vizinho do General interveio: — Era tudo queo senhor tinha a dizer a meu marido? O delegado apenasolhou-a, espantado com o atrevimento. — Pois entãofique sabendo que eu também sei tratar tipos como osenhor. Meu marido não é gringo nem meus filhos sãomoleques. Se por acaso importunaram o General, ele queviesse falar comigo, pois o senhor também está nosimportunando. E fique sabendo que sou brasileira, souprima de um Major do Exército, sobrinha de um Coronel,e filha de um General! Morou? Estarrecido, o delegado sóteve força para engolir em seco e balbuciar humil -demente: — Da ativa, minha senhora? SABINO, F. A mulher do vizinho, Os melhores contos. Rio de Janeiro: Record, 1986. A representação do discurso intimidador engendrada nofragmento é responsável por ","['ironizar atitudes e ideias xenofóbicas.', 'conferir à narrativa um tom anedótico.', 'dissimular o ponto de vista do narrador.', 'acentuar a hostilidade das personagens.', 'exaltar relações de poder estereotipadas. ']",2021
20,D,"Os velhos papéis, quando não são consumidos pelo fogo, às vezes acordam de seu sono para contar notíciasdo passado. É assim que se descobre algo novo de um nome antigo, sobre o qual já se julgava saber tudo, como Machado deAssis. Por exemplo, você provavelmente não sabe que o autor carioca, morto em 1908, escreveu uma letra do hinonacional em 1867— e não poderia saber mesmo, porque os versos seguiam inéditos. Até hoje. Essa letra acaba de ser descoberta, em um jornal antigo de Florianópolis, pelo pesquisador independente FelipeRissato. “Das florestas em que habito/ Solto um canto varonil:/ Em honra e glória de Pedro/ O gigante do Brasil”, diz ocomeço do hino, composto de sete estrofes em redon - dilhas maiores, ou seja, versos de sete sílabas poéticas. Otrecho também é o refrão da música. O Pedro mencionado é o imperador Dom Pedro II. O bruxo do Cosme Velho compôs a letra para o aniversáriode 42 anos do monarca, em 2 de dezembro daquele ano —o hino seria apresentado naquele dia no teatro da cidadede Desterro, antigo nome de Florianópolis. Disponível em: www.revistaprosaversoearte.com. Acesso em: 4 dez 2018 (adaptado). Considerando-se as operações de retomada de informa - ções na estruturação do texto, há interdependência entreas expressões ","['“Os velhos papéis” e “É assim”.', '“algo novo” e “sobre o qual”.', '“um nome antigo” e “Por exemplo”.', '“O gigante do Brasil” e “O Pedro mencionado”.', '“o imperador Dom Pedro II” e “O bruxo do Cosme Velho”. ']",2021
21,A,"RODRIGUES, S. Acervo pessoal. A revolução estética brasiliense empurrou os designers de móveis dos anos 1950 e início dos 1960 para o novo.Induzidos a abandonar o gosto rebuscado pelo colonial, atrocar Ouro Preto por Brasília, eles criaram um mobiliáriocontemporâneo que ainda hoje vemos nas lojas e nas salasde espera de consultórios e escritórios. Colada no uso de madeiras nobres, como o jacarandá e a peroba, e em materiais de revestimento como o couro e a palhinha,desenvolveu-se uma tendência feita de linhas retas ecurvas suaves, nos moldes da capital no Cerrado. CHA VES. D. Disponível em: www.veja.abril.com.br. Acesso em. 29 ju1. 2010 Na reportagem sobre os 50 anos de Brasília, de Débora Chaves, com a reprodução fotográfica de cadeiras epoltronas de Sérgio Rodrigues, verifica-se que oselementos da estética brasiliense ","['aparecem definidos nas linhas retas dos objetos.', 'expressam o desenho rebuscado por meio das linhas.', 'mostram a expressão assimétrica das linhas curvas suaves. ', 'apontam a unidade de matéria-prima utilizada em sua fabricação. ', 'surgem na simplificação das informações visuais de cada composição. ']",2021
